--- Extraction Run Started: 2026-07-16 11:22:08.876418 ---
Input File: linkedin_fresher_data_analyst_jobs_merged.csv (913 rows)
Target Column: Required Skills

Row 1: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-at-pwc-india-4291066596 | No valid email addresses found in text
Row 782: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-data-%E2%80%93-power-market-at-gna-energy-4417151217 | No valid email addresses found in text
Row 783: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-i-master-data-at-mccormick-flavor-solutions-4435248333 | No valid email addresses found in text
Row 784: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-3%2Byrs-at-zorba-ai-4429660867 | No valid email addresses found in text
Row 785: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-tech-ops-business-intelligence-at-united-airlines-india-knowledge-center-4436775065 | No valid email addresses found in text
Row 786: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-data-at-rsquareinfo-e-solution-pvt-ltd-4436540333 | No valid email addresses found in text
Row 787: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-analyst-at-tresvista-4433084342 | No valid email addresses found in text
Row 788: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/configuration-analyst-at-akqa-4417463975 | No valid email addresses found in text
Row 789: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/human-resources-analyst-at-policybazaar-com-4430293832 | No valid email addresses found in text
Row 790: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/project-leader-at-axtria-ingenious-insights-4411590380 | No valid email addresses found in text
Row 791: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-ii-rm-amer-at-criteo-4416699537 | No valid email addresses found in text
Row 792: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/decision-analyst-at-barclays-4434894488 | No valid email addresses found in text
Row 793: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/supervising-associate-at-ey-4436594460 | No valid email addresses found in text
Row 794: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-quality-analyst-at-nexgen-tech-solutions-4438566497 | No valid email addresses found in text
Row 795: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/delivery-ai-product-analyst-at-bcg-x-4432662344 | No valid email addresses found in text
Row 796: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/operations-engineer-at-accenture-services-pvt-ltd-4430381602 | No valid email addresses found in text
Row 797: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/real-time-analyst-rta-at-innodata-india-private-limited-4432227166 | No valid email addresses found in text
Row 798: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/assistant-manager-business-intelligence-and-insights-group-at-axis-max-life-insurance-limited-4427318848 | No valid email addresses found in text
Row 799: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-atlys-4437049518 | No valid email addresses found in text
Row 800: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-analyst-at-saarthee-4383593840 | No valid email addresses found in text
Row 801: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-engineer-at-r-systems-4373907989 | No valid email addresses found in text
Row 802: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-scientist-at-yogiji-digi-4437019674 | No valid email addresses found in text
Row 803: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/specialist-payment-data-fees-at-circle-k-4422891418 | No valid email addresses found in text
Row 804: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/assistant-manager-data-analytics-at-indigo-interglobe-aviation-ltd-4436322050 | No valid email addresses found in text
Row 805: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-staff-data-analyst-at-stryker-4417886593 | No valid email addresses found in text
Row 806: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-employee-listening-at-nestl%C3%A9-4431652465 | No valid email addresses found in text
Row 807: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-winsupply-4438264959 | No valid email addresses found in text
Row 808: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/bi-consultant-at-amend-consulting-4430223925 | No valid email addresses found in text
Row 809: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/product-analyst-ii-at-american-modern-insurance-group-4438225022 | No valid email addresses found in text
Row 810: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/analyst-marketing-services-at-cornerstone-brands-a-division-of-qvc-group-4411772002 | No valid email addresses found in text
Row 811: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/decision-support-analyst-at-lexisnexis-4415957418 | No valid email addresses found in text
Row 812: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/people-data-analytics-senior-consultant-at-deloitte-4418043948 | No valid email addresses found in text
Row 813: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/analyst-air-ocean-transportation-operations-at-gap-inc-4429789701 | No valid email addresses found in text
Row 814: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/bi-etl-data-developer-ii-or-iii-at-miami-university-4401968328 | No valid email addresses found in text
Row 815: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/logistics-analyst-at-american-battery-solutions-inc-4419939072 | No valid email addresses found in text
Row 816: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/space-planning-analyst-at-sazerac-company-4415980283 | No valid email addresses found in text
Row 817: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sales-operations-analyst-at-lexisnexis-4435261195 | No valid email addresses found in text
Row 818: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/analyst-customer-sales-at-tyson-foods-4430652296 | No valid email addresses found in text
Row 819: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/f135-lsc-data-engineer-onsite-at-pratt-whitney-4422355117 | No valid email addresses found in text
Row 820: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/marketing-analyst-at-general-electric-credit-union-4426134031 | No valid email addresses found in text
Row 821: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/bus-intel-analyst-i-ii-at-cincinnati-children-s-office-of-academic-affairs-and-career-development-4429738658 | No valid email addresses found in text
Row 822: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/manager-pto-data-systems-at-macy-s-4419554619 | No valid email addresses found in text
Row 823: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-computer-programmer-analyst-at-city-of-cincinnati-4426860838 | No valid email addresses found in text
Row 824: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-data-engineer-at-win-home-inspection-4403534076 | No valid email addresses found in text
Row 825: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/global-sales-analyst-at-gentherm-4418418960 | No valid email addresses found in text
Row 826: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sales-analyst-at-nestl%C3%A9-purina-north-america-4428885583 | No valid email addresses found in text
Row 827: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sr-analyst-transportation-parcel-operations-at-gap-inc-4429786686 | No valid email addresses found in text
Row 828: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/third-party-analytics-sr-specialist-at-dividend-4435854373 | No valid email addresses found in text
Row 829: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/tech-ops-engineer-aws-manufacturing-and-repair-at-amazon-web-services-aws-4438213264 | No valid email addresses found in text
Row 830: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/demand-specialist-at-baxters-north-america-4414355118 | No valid email addresses found in text
Row 831: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/finance-analytics-ai-senior-consultant-at-deloitte-4418054268 | No valid email addresses found in text
Row 832: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/inventory-analyst-at-procter-gamble-4419659047 | No valid email addresses found in text
Row 833: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/power-bi-lead-developer-at-bdo-usa-4406749143 | No valid email addresses found in text
Row 834: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/inventory-control-specialist-at-baxters-north-america-4413365163 | No valid email addresses found in text
Row 835: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sr-analyst-sales-kroger-at-kraft-heinz-4402313110 | No valid email addresses found in text
Row 836: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/demand-planner-at-the-gorilla-glue-company-4438296493 | No valid email addresses found in text
Row 837: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/avp-authentication-analytics-strategy-at-synchrony-4431259119 | No valid email addresses found in text
Row 838: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/hs-quality-data-specialist-10-month-at-cincinnati-hamilton-county-community-action-agency-4436228333 | No valid email addresses found in text
Row 839: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-pricing-business-analyst-at-wilmerhale-4426333682 | No valid email addresses found in text
Row 840: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sr-revenue-cycle-analyst-first-shift-full-time-at-uc-health-4415527360 | No valid email addresses found in text
Row 841: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/erp-systems-analyst-at-accelevation-llc-4423065055 | No valid email addresses found in text
Row 842: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sales-insights-manager-kroger-at-harvest-group-4428197635 | No valid email addresses found in text
Row 843: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/airfreight-spot-desk-pricing-analyst-at-dhl-global-forwarding-4429716012 | No valid email addresses found in text
Row 844: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-operations-reporting-coordinator-at-central-clinic-behavioral-health-4436458876 | No valid email addresses found in text
Row 845: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/project-leader-at-axtria-ingenious-insights-4411593361 | No valid email addresses found in text
Row 846: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-engineer-at-win-home-inspection-4336832557 | No valid email addresses found in text
Row 847: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/lead-data-operations-at-sun-life-4432962618 | No valid email addresses found in text
Row 848: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/global-it-data-analyst-senior-specialist-digital-foundations-at-boston-consulting-group-bcg-4437087063 | No valid email addresses found in text
Row 849: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-analyst-at-systematic-business-consulting-4431130204 | No valid email addresses found in text
Row 850: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/it-business-analyst-on-site-position-at-danis-4365412476 | No valid email addresses found in text
Row 851: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/it-analyst-ii-at-honeywell-technologies-4435832885 | No valid email addresses found in text
Row 852: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-systems-analyst-sme-at-inserso-corporation-4432720718 | No valid email addresses found in text
Row 853: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-analyst-i-business-analyst-ii-at-miami-university-4384766789 | No valid email addresses found in text
Row 854: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/it-business-systems-analyst-at-crane-company-4370601583 | No valid email addresses found in text
Row 855: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/healthcare-system-analyst-%E2%80%93-payer-systems-at-programmers-io-4431433510 | No valid email addresses found in text
Row 856: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-system-analyst-re-cycle-reverse-logistics-at-amazon-web-services-aws-4427665655 | No valid email addresses found in text
Row 857: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/solutions-analyst-software-at-kpi-solutions-4413736152 | No valid email addresses found in text
Row 858: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/salesforce-business-analyst-us-remote-at-siemens-digital-industries-software-4437344724 | No valid email addresses found in text
Row 859: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/job-6954-at-alten-4410198451 | No valid email addresses found in text
Row 860: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/reel-business-process-specialist-at-prysmian-4414691236 | No valid email addresses found in text
Row 861: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/operational-systems-analyst-intralogistics-at-storage-solutions-a-jungheinrich-company-4424638392 | No valid email addresses found in text
Row 862: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-systems-analyst-sr-lead-at-inserso-corporation-4427398644 | No valid email addresses found in text
Row 863: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-information-consultant-sr-at-elevance-health-4434090261 | No valid email addresses found in text
Row 864: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/product-manager-at-total-quality-logistics-4430575715 | No valid email addresses found in text
Row 865: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/anaplan-consultant-at-deloitte-4418046851 | No valid email addresses found in text
Row 866: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/regional-commercial-operations-specialist-at-prysmian-4429112240 | No valid email addresses found in text
Row 867: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/financial-systems-analyst-at-american-modern-insurance-group-4430109593 | No valid email addresses found in text
Row 868: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/personal-lines-client-services-analyst-at-the-cincinnati-insurance-companies-4427227851 | No valid email addresses found in text
Row 869: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/servicenow-product-owner-at-worldpay-4429144159 | No valid email addresses found in text
Row 870: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/standard-work-change-management-specialist-at-ge-aerospace-4423549428 | No valid email addresses found in text
Row 871: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/quality-assurance-analyst-at-amend-consulting-4438250088 | No valid email addresses found in text
Row 872: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/programmer-analyst-systems-integration-at-batesville-tool-die-inc-4431670668 | No valid email addresses found in text
Row 873: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/continuous-improvement-specialist-erlanger-ky-at-adm-4428066070 | No valid email addresses found in text
Row 874: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sr-time-labor-analyst-at-commonspirit-health-4428547949 | No valid email addresses found in text
Row 875: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-manager-at-uc-health-4430104236 | No valid email addresses found in text
Row 876: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/it-business-analyst-at-erm-4417230198 | No valid email addresses found in text
Row 877: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-job-gurgaon-8th-july-update-at-seo-tech-experts-pvt-ltd-top-rated-seo-agency-in-india-4287785690 | No valid email addresses found in text
Row 878: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/technical-business-analyst-at-devops-expert-india-4431061703 | No valid email addresses found in text
Row 879: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/ai-advisor-at-accenture-in-india-4427952424 | No valid email addresses found in text
Row 880: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/product-project-loyalty-programs-at-eazy-4422833459 | No valid email addresses found in text
Row 881: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-systems-analyst-at-ets-4422442148 | No valid email addresses found in text
Row 882: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisor-at-capgemini-4437173206 | No valid email addresses found in text
Row 883: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/avp-analytics-%E2%80%93-data-steward-l10-at-synchrony-4433871045 | No valid email addresses found in text
Row 884: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-monitoring-evaluation-data-systems-tb-at-clinton-health-access-initiative-inc-4435260309 | No valid email addresses found in text
Row 885: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/economic-analyst-consultant-at-econ-one-research-4435842633 | No valid email addresses found in text
Row 886: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/decision-analyst-at-barclays-4434884997 | No valid email addresses found in text
Row 887: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-intelligence-analyst-ii-technology-at-kroll-4427312819 | No valid email addresses found in text
Row 888: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/equity-analyst-at-16-alpha-4437522535 | No valid email addresses found in text
Row 889: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-entry-reporting-associate-at-talentpop-app-4434885313 | No valid email addresses found in text
Row 890: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-excel-remote-at-yo-it-consulting-4437947341 | No valid email addresses found in text
Row 891: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/online-data-analyst-kannada-in-fully-remote-at-telus-digital-ai-data-solutions-4438586341 | No valid email addresses found in text
Row 892: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-appinventiv-4435956205 | No valid email addresses found in text
Row 893: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analytics-systems-engineer-at-anaplan-4438610154 | No valid email addresses found in text
Row 894: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/python-data-engineer-aladdin-data-associate-at-blackrock-4438624914 | No valid email addresses found in text
Row 895: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-at-iqvia-4437921576 | No valid email addresses found in text
Row 896: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-content-analyst-at-collegedunia-4435651734 | No valid email addresses found in text
Row 897: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/financial-analyst-advanced-powerbi-at-gartner-4437911457 | No valid email addresses found in text
Row 898: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-engineer-at-kroll-4417634147 | No valid email addresses found in text
Row 899: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-engineer-at-zone-it-solutions-4438172910 | No valid email addresses found in text
Row 900: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-entry-remote-jobs-excel-skills-how-to-land-roles-using-spreadsheet-expertise-at-career-cartz-4420933443 | No valid email addresses found in text
Row 901: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-and-automation-analyst-associate-at-darkroom-4427648034 | No valid email addresses found in text
Row 902: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-post-sales-at-dev-technosys-hr-4439402659 | No valid email addresses found in text
Row 903: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-appinventiv-4437243557 | No valid email addresses found in text
Row 904: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-data-analytics-at-american-express-4439199544 | No valid email addresses found in text
Row 905: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analytics-intern-at-lonza-4439411916 | No valid email addresses found in text
Row 906: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-scoutit-4439157349 | No valid email addresses found in text
Row 907: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-annotator-at-innodata-inc-4437261490 | No valid email addresses found in text
Row 908: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-data-scientist-at-fluor-corporation-4440048197 | No valid email addresses found in text
Row 909: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/online-data-analyst-at-telus-digital-ai-data-solutions-4440022608 | No valid email addresses found in text
Row 910: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-project-intern-training-quality-2026-start-bs-ms-at-bytedance-4436777534 | No valid email addresses found in text
Row 911: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/research-fellow-centre-for-big-data-research-in-health-at-unsw-4437253660 | No valid email addresses found in text
Row 912: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-data-analytics-python-sql-gen-ai-at-american-express-4437978853 | No valid email addresses found in text
Row 913: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/fraud-data-analyst-at-airtel-4437257668 | No valid email addresses found in text

============================================================
RUN SUMMARY:
Total jobs scanned: 913
Unique valid emails found: 0
Duplicate emails skipped: 0
Skipped (no email): 913
============================================================

--- Extraction Run Completed: 2026-07-16 11:22:08.977994 ---
